Time,G8,G9,GA,GB,B1,B2,B3,lat,lon,gpsacc,imei,time
0,-77,-83,-61,-66,-45,0,0,10.8806565,-1.0773445,2502,8.62E+14,735922.4937
0,-79,-78,-59,-65,-45,0,0,10.8806565,-1.0773445,2502,8.62E+14,735922.4938
0,-69,-79,-62,-61,-45,0,0,10.8806565,-1.0773445,2502,8.62E+14,735922.4939
0,-74,-82,-60,-60,-45,0,0,10.8754092,-1.075898,2502,8.62E+14,735922.494
0,-88,-74,-58,-67,-45,0,0,10.8727855,-1.0751747,2502,8.62E+14,735922.4941
0,-84,-80,-60,-60,-44,0,0,10.8754092,-1.075898,2502,8.62E+14,735922.4942
0,-76,-77,-59,-61,-46,0,0,10.8780328,-1.0766212,2502,8.62E+14,735922.4944
0,-78,-76,-58,-62,-45,0,0,10.8806565,-1.0773445,2502,8.62E+14,735922.4945
0,-86,-79,-60,-62,-45,0,0,10.8806565,-1.0773445,2502,8.62E+14,735922.4946
0,-81,-78,-62,-59,-46,0,0,10.8806565,-1.0773445,2502,8.62E+14,735922.4947
0,-80,-84,-68,-61,-45,0,0,10.8806565,-1.0773445,2502,8.62E+14,735922.4948
0,-82,-81,-60,-62,-44,0,0,10.8806565,-1.0773445,2502,8.62E+14,735922.4949
0,-87,-76,-61,-66,-44,0,0,10.8806565,-1.0773445,2502,8.62E+14,735922.4951
0,-84,-77,-62,-61,-44,0,0,10.8806565,-1.0773445,2502,8.62E+14,735922.4952
0,-81,-76,-76,-63,-66,0,0,10.8780328,-1.0766212,2502,8.62E+14,735922.4953
0,-86,-92,-76,-75,-71,0,0,10.8727855,-1.0751747,2502,8.62E+14,735922.4954
0,-84,-81,-83,-62,-70,0,0,10.8727855,-1.0751747,2502,8.62E+14,735922.4955
0,-88,-87,-72,-64,-70,0,0,10.8755963,-1.0763952,2502,8.62E+14,735922.4956
0,-84,-82,-77,-64,-68,0,0,10.8754092,-1.075898,2502,8.62E+14,735922.4958
0,-87,-90,-79,-62,-65,0,0,10.877096,-1.0762144,2502,8.62E+14,735922.4959
0,-85,-83,-73,-64,-69,0,0,10.8724113,-1.0741802,2709,8.62E+14,735922.496
0,-88,-86,-74,-72,-66,0,0,10.8724113,-1.0741802,2709,8.62E+14,735922.4961
0,-88,-83,-82,-74,-70,0,0,10.8724113,-1.0741802,2709,8.62E+14,735922.4962
0,-86,-88,-68,-73,-67,0,0,10.8724113,-1.0741802,2709,8.62E+14,735922.4963
0,-94,-79,-63,-66,-65,0,0,10.8728791,-1.0754233,2502,8.62E+14,735922.4965
0,-93,-82,-66,-70,-70,0,0,10.8728791,-1.0754233,2502,8.62E+14,735922.4966
0,-86,-93,-70,-71,-65,0,0,10.8728791,-1.0754233,2502,8.62E+14,735922.4967
0,-76,-79,-78,-81,-66,0,0,10.8728791,-1.0754233,2502,8.62E+14,735922.4968
0,-78,-86,-70,-80,-63,0,0,10.8827036,-1.0821683,3408,8.62E+14,735922.4969
0,-82,-82,-67,-70,-74,0,0,10.8827036,-1.0821683,3408,8.62E+14,735922.497
